0	0.000000	0.000000	100.000000	0	0	0	1
141	4.981153	-3.839015	102.805061	0	0	0.22720209	0.97384763
257	18.767067	-18.360920	110.850243	0	0	0.99913515	0.041580682
289	22.781755	-17.355829	117.657722	0	0	-0.99500417	0.099833397
84	23.970648	-17.335821	122.627846	0	0	-0.62160997	0.7833269
368	22.440153	-15.661032	125.937248	0	0	-0.76484218	0.64421769
361	19.734617	-14.629576	129.126144	0	0	-0.98006658	0.19866933
168	17.788828	-28.113396	129.669968	0	-0	-1	-4.371139e-08
171	15.560004	-14.285157	133.187088	0	0	-0.76484218	0.64421769
184	14.328904	-8.881447	135.050858	0	0	-0.76484218	0.64421769
192	14.540767	-3.636325	137.944702	0	0	-0.82533563	0.56464246
258	15.932803	0.351550	139.831512	0	0	-0.82533563	0.56464246
108	17.242807	3.069070	141.563278	0	0	-0.87758258	0.4794255
76	18.459581	4.843080	143.195724	0	0	-0.92106097	0.38941839
291	19.593864	6.048179	144.897064	0	0	-0.92106097	0.38941839
115	20.711212	6.931308	146.728775	0	0	-0.95533648	0.29552023
166	21.853643	7.658923	148.611511	0	0	-0.87758258	0.4794255
269	22.041443	10.457453	149.797745	0	0	-0.62160997	0.7833269
370	20.231100	12.032148	151.071976	0	0	-0.45359611	0.89120736
369	19.390598	13.287336	152.238571	0	0	-0.62160997	0.7833269
275	18.643274	14.487721	153.322800	0	0	-0.54030229	0.84147099
223	18.032055	15.639841	154.339294	0	0	-0.69670669	0.71735611
41	17.526148	16.736031	155.282242	0	0	-0.62160997	0.7833269
35	17.076683	17.764071	156.136765	0	0	-0.62160997	0.7833269
19	16.656288	18.728085	156.891983	0	0	-0.62160997	0.7833269
170	16.261530	19.649979	157.545670	0	0	-0.62160997	0.7833269
34	15.889612	20.552958	158.098618	0	0	-0.62160997	0.7833269
189	15.529007	21.446289	158.548187	0	0	-0.54030229	0.84147099
225	15.162024	22.323807	158.887344	0	0	-0.62160997	0.7833269
46	14.774527	23.174349	159.109375	0	0	-0.54030229	0.84147099
242	14.360723	23.991707	159.211807	0	0	-0.54030229	0.84147099
5	13.923908	24.781452	159.196320	0	0	-0.62160997	0.7833269
383	13.473536	25.563601	159.064926	0	0	-0.54030229	0.84147099
284	13.024831	26.372641	158.816452	0	0	-0.54030229	0.84147099
273	12.593315	27.245605	158.447342	0	0	-0.54030229	0.84147099
230	12.144880	28.130465	157.962891	0	0	-0.54030229	0.84147099
271	11.632350	28.951830	157.372925	0	0	-0.45359611	0.89120736
81	11.001050	29.623091	156.689957	0	0	-0.36235775	0.93203909
246	10.282524	30.211063	155.910583	0	0	-0.36235775	0.93203909
105	9.512906	30.787567	155.028595	0	0	-0.45359611	0.89120736
308	8.729587	31.417269	154.037125	0	0	-0.62160997	0.7833269
