0	0	0	100	0	0	0	1
107	4.9811502	-3.83901	102.805	0	0	0.22720193	0.97384767
319	1.120625	10.277735	130.71268	0	0	-0.54030229	0.84147099
340	-23.289276	18.527723	162.10168	0	0	-0.45359611	0.89120736
335	-20.943682	-21.181889	169.08067	0	0	1	7.54979e-08
42	7.312058	-3.5967691	188.60347	0	0	-0.99500417	0.099833397
218	10.875427	6.9288731	187.94138	0	0	-0.82533563	0.56464246
227	11.370223	-7.5485249	194.63652	0	0	1	7.54979e-08
251	9.2458868	-7.5849028	196.90669	0	0	1	7.54979e-08
26	13.300035	-16.173458	206.42188	0	0	0	1
19	13.85986	-7.805665	228.79893	0	0	0.99913515	0.041580682
230	17.265057	-7.8944349	229.42647	0	0	0.99913515	0.041580682
242	12.953461	-3.1726091	248.71304	0	0	-0.99500417	0.099833397
46	19.146746	-2.0393729	253.42802	0	0	0.99913515	0.041580682
34	15.362151	-12.338683	268.63882	0	0	-0.99500417	0.099833397
170	16.662565	-22.246162	257.69138	0	0	-0.99500417	0.099833397
383	-15.074468	-20.038376	260.00485	0	0	1	7.54979e-08
189	-17.394861	8.352603	258.56439	0	0	-0.69670669	0.71735611
225	16.26281	13.548207	233.84729	0	0	-0.82533563	0.56464246
5	13.088735	13.839132	219.24525	0	0	-0.82533563	0.56464246
221	10.226627	36.646767	187.76277	0	0	-0.45359611	0.89120736
45	8.9574833	38.722179	188.90446	0	0	-0.36235775	0.93203909
149	-14.867411	61.676788	225.81245	0	0	-0.36235775	0.93203909
78	-25.630011	74.328705	230.82642	0	0	-0.36235775	0.93203909
175	-3.3478019	112.9772	228.71402	0	0	-0.26749883	0.96355818
164	18.278019	140.97119	266.17459	0	0	-0.26749883	0.96355818
163	19.855795	151.21507	258.58261	0	0	-0.26749883	0.96355818
205	29.765955	191.54617	202.60179	0	0	-0.36235775	0.93203909
268	-31.548889	170.24159	156.28651	0	0	-0.26749883	0.96355818
350	-21.10215	150.00475	148.20705	0	0	-0.16996714	0.98544973
382	-28.72942	144.15388	123.23605	0	0	-0.26749883	0.96355818
346	104.6271	119.36168	105.85892	0	0	0.99913515	0.041580682
270	133.21753	120.40071	135.29225	0	0	0.99913515	0.041580682
83	166.25189	120.33414	154.90286	0	0	0.99913515	0.041580682
380	79.551117	93.382179	199.55281	0	0	0.99913515	0.041580682
80	45.719326	62.957104	236.64696	0	0	-0.54030229	0.84147099
374	84.185669	76.94278	238.26338	0	0	0.99913515	0.041580682
165	98.185051	101.52933	275.73093	0	0	0.99913515	0.041580682
280	90.158302	38.773769	268.24301	0	0	-0.36235775	0.93203909
248	91.477173	51.065731	241.73865	0	0	0.99913515	0.041580682
272	98.369598	37.221066	243.93338	0	0	-0.54030229	0.84147099
308	76.533478	-12.269994	211.87421	0	0	0.99913515	0.041580682
271	95.703865	-26.626413	218.04984	0	0	0.99913515	0.041580682
105	84.576057	-26.972162	225.78072	0	0	0.99913515	0.041580682
273	92.850571	-33.094742	249.32655	0	0	0.99913515	0.041580682
81	97.314575	-23.901449	236.26431	0	0	1	7.54979e-08
246	127.65828	-14.684867	220.26874	0	0	0.99913515	0.041580682
284	144.47777	-35.597927	254.48987	0	0	0.99913515	0.041580682
148	259.17447	-166.72073	247.08653	0	0	0.99913515	0.041580682
203	10.705542	-37.333984	445.09366	0	0	0	1
244	-28.949989	-163.32794	344.90073	0	0	0	1
392	-78.031136	-146.69707	241.12997	0	0	0	1
283	-22.963823	-155.11519	152.68198	0	0	0	1
274	32.851021	-145.93628	124.91803	0	0	0	1
255	-32.27409	-109.75739	155.09001	0	0	0.97095818	0.23924928
23	-63.049126	-111.89754	133.54155	0	0	0.94222235	0.33498812
191	-58.755051	-111.20325	104.7746	0	0	0	1
233	-37.116661	-145.23068	105.21877	0	0	0	1
298	-51.59623	-116.36436	66.603355	0	0	0.97095818	0.23924928
324	-82.911201	-102.661	10.8823	0	0	0.66627702	0.74570432
356	-81.109001	-102.956	9.5053902	0	0	0.80114441	0.59847108
44	-79.481201	-103.313	8.8651505	0	0	0.80114441	0.59847108
326	-77.960197	-103.652	8.6009798	0	0	0.7373946	0.67546222
144	-76.466904	-103.99	8.53724	0	0	0.58850218	0.80849563
18	-74.943298	-104.334	8.5798101	0	0	0.58850218	0.80849563
112	-72.623703	-104.279	7.5132098	0	0	0.7373946	0.67546222
172	-70.216698	-104.264	6.5640898	0	0	0.85688942	0.51550027
228	-67.720497	-104.29	5.7634902	0	0	0.58850218	0.80849563
2	-65.122398	-104.343	5.1097102	0	0	0.66627702	0.74570432
314	-62.379902	-104.439	4.6115899	0	0	0.7373946	0.67546222
267	-59.405701	-104.66	4.3421502	0	0	0.85688942	0.51550027
345	-56.074799	-105.154	4.4412198	0	0	0.85688942	0.51550027
87	-52.2682	-106.089	5.0671902	0	0	0.7373946	0.67546222
75	-47.938099	-107.582	6.2989898	0	0	0.66627702	0.74570432
377	-43.1563	-109.615	8.0682402	0	0	0.66627702	0.74570432
86	-38.120201	-112.014	10.1335	0	0	0.66627702	0.74570432
390	-34.8563	-110.113	6.6075001	0	0	0.97095849	0.23924801
147	-30.9583	-108.694	3.45943	0	0	0.80114441	0.59847108
59	-25.730045	-104.21428	7.4690161	0	0	0	1
159	-26.150101	-107.879	0.946751	0	0	0.66627702	0.74570432
97	-20.7139	-107.411	-0.88860399	0	0	0.80114441	0.59847108
91	-20.774401	-103.557	-3.56865	0	0	0.50484727	0.86320868
234	-25.731024	-104.21972	-7.466732	0	0	0.90407214	0.42737988
82	-20.649599	-99.700996	-5.42629	0	0	-0.070737372	0.99749497
33	-20.3092	-95.971497	-6.4296198	0	0	0.97095849	0.23924801
210	-19.9589	-92.465401	-6.8298202	0	0	0.98999269	0.14111864
176	-19.874599	-89.270699	-7.0443401	0	0	0.98999269	0.14111864
67	-20.2038	-86.4645	-7.41607	0	0	0.22720193	0.97384767
150	-20.927099	-84.049896	-8.0588102	0	0	0.22720193	0.97384767
381	-21.991301	-81.911697	-8.9734001	0	0	0.50484727	0.86320868
177	-23.5208	-79.879799	-10.3319	0	0	0.50484727	0.86320868
396	-25.8815	-77.891602	-12.6513	0	0	0.22720193	0.97384767
158	-29.509001	-76.1035	-16.602501	0	0	0.41614669	0.90929749
395	-34.574799	-74.8284	-22.5261	0	0	0.32328939	0.94630015
126	-40.760899	-74.356003	-30.038	0	0	0.32328939	0.94630015
127	-50.193401	-73.043701	-46.678001	0	0	0.32328939	0.94630015
101	-98.866501	-69.743896	-1.46804	0	0	0.7373946	0.67546222
27	-99.017097	-66.742599	-2.4289401	0	0	0.66627702	0.74570432
338	-98.857002	-63.101002	-3.6161201	0	0	0.66627702	0.74570432
20	-98.4328	-58.6348	-4.91045	0	0	0.58850218	0.80849563
306	-97.9655	-53.540401	-6.02248	0	0	0.58850218	0.80849563
296	-97.828796	-48.520599	-6.58571	0	0	0.66627702	0.74570432
14	-94.014397	-42.5574	-7.6378398	0	0	0.41614669	0.90929749
312	-94.417603	-40.043499	-7.3082099	0	0	0.50484727	0.86320868
1	-94.908798	-38.1488	-6.7919502	0	0	0.50484727	0.86320868
