0,0,100,0,0,4.57104e-41
0.741571,-24.8795,129.901,0,0,1.0501e-05
0.741571,-24.8795,129.901,0,0,1.0501e-05
-12.5009,-24.3033,136.962,0,0,2.59607e-06
-12.5009,-24.3033,136.962,0,0,2.59607e-06
-26.263,-23.8553,134.449,0,0,2.535e-09
-26.263,-23.8553,134.449,0,0,2.535e-09
-39.2129,-18.1236,140.875,0,0,2.57854e-09
-39.2129,-18.1236,140.875,0,0,2.57854e-09
-23.6281,-25.2848,161.079,0,0,4.02906e-11
-23.6281,-25.2848,161.079,0,0,4.02906e-11
-20.5603,-26.1605,170.999,0,0,1.66871e-07
-20.5603,-26.1605,170.999,0,0,1.66871e-07
-28.565,-30.1369,189.834,0,0,6.33722e-10
-28.565,-30.1369,189.834,0,0,6.33722e-10
-20.4499,-27.2699,191.712,0,0,2.50567e-09
-20.4499,-27.2699,191.712,0,0,2.50567e-09
-21.9214,-23.1336,194.384,0,0,1.06215e-05
-21.9214,-23.1336,194.384,0,0,1.06215e-05
-28.6562,-31.6564,236.914,0,0,6.45118e-07
-28.6562,-31.6564,236.914,0,0,6.45118e-07
-9.7141,-35.6837,240.21,0,0,1.02562e-08
-9.7141,-35.6837,240.21,0,0,1.02562e-08
-7.19223,-33.2343,251.175,0,0,6.30809e-10
-7.19223,-33.2343,251.175,0,0,6.30809e-10
-13.0941,-26.614,260.777,0,0,4.05645e-08
-13.0941,-26.614,260.777,0,0,4.05645e-08
-11.5117,-16.5141,257.461,0,0,1.06625e-08
-11.5117,-16.5141,257.461,0,0,1.06625e-08
-33.4022,-8.6171,251.06,0,0,4.18804e-11
-33.4022,-8.6171,251.06,0,0,4.18804e-11
-0.054709,26.3351,227.455,0,0,4.21105e-11
-0.054709,26.3351,227.455,0,0,4.21105e-11
16.1062,28.3681,222.318,0,0,1.62247e-07
16.1062,28.3681,222.318,0,0,1.62247e-07
20.4244,-3.62588,233.077,0,0,4.05118e-11
20.4244,-3.62588,233.077,0,0,4.05118e-11
15.9589,-9.34179,237.945,0,0,2.57827e-09
15.9589,-9.34179,237.945,0,0,2.57827e-09
13.8671,-9.26849,248.829,0,0,6.26502e-10
13.8671,-9.26849,248.829,0,0,6.26502e-10
19.5527,-15.0423,267.584,0,0,2.58938e-12
19.5527,-15.0423,267.584,0,0,2.58938e-12
17.2074,-19.2671,268.514,0,0,4.0057e-11
17.2074,-19.2671,268.514,0,0,4.0057e-11
15.5441,-33.2001,258.63,0,0,1.06809e-05
15.5441,-33.2001,258.63,0,0,1.06809e-05
25.8817,-29.8851,260.669,0,0,2.51839e-12
25.8817,-29.8851,260.669,0,0,2.51839e-12
27.7593,-29.4135,260.005,0,0,6.59131e-10
27.7593,-29.4135,260.005,0,0,6.59131e-10
37.8241,-14.1592,253.428,0,0,2.65108e-09
37.8241,-14.1592,253.428,0,0,2.65108e-09
49.174,-31.6276,253.82,0,0,9.78932e-12
49.174,-31.6276,253.82,0,0,9.78932e-12
40.87,-34.6767,247.793,0,0,2.64013e-06
40.87,-34.6767,247.793,0,0,2.64013e-06
19.4154,-30.7812,237.226,0,0,2.63646e-09
19.4154,-30.7812,237.226,0,0,2.63646e-09
16.7173,-14.7131,228.913,0,0,6.3375e-10
16.7173,-14.7131,228.913,0,0,6.3375e-10
12.349,-16.7222,226.249,0,0,2.63202e-12
12.349,-16.7222,226.249,0,0,2.63202e-12
13.0942,-8.9392,218.699,0,0,1.01411e-08
13.0942,-8.9392,218.699,0,0,1.01411e-08
19.6265,-23.5087,208.476,0,0,2.51828e-12
19.6265,-23.5087,208.476,0,0,2.51828e-12
24.2633,-38.9424,196.074,0,0,6.26417e-10
24.2633,-38.9424,196.074,0,0,6.26417e-10
9.76036,-12.3154,198.884,0,0,2.57877e-09
9.76036,-12.3154,198.884,0,0,2.57877e-09
11.4423,-12.7236,196.159,0,0,6.33778e-10
11.4423,-12.7236,196.159,0,0,6.33778e-10
8.19457,-8.26063,190.225,0,0,8.82019e-33
8.19457,-8.26063,190.225,0,0,8.82019e-33
8.51079,-7.29544,187.839,0,0,2.62558e-06
8.51079,-7.29544,187.839,0,0,2.62558e-06
9.59734,-7.93373,186.751,0,0,2.57501e-12
9.59734,-7.93373,186.751,0,0,2.57501e-12
11.88,-16.4879,187.283,0,0,2.57827e-09
11.88,-16.4879,187.283,0,0,2.57827e-09
9.95363,-28.6337,177.194,0,0,4.11992e-11
9.95363,-28.6337,177.194,0,0,4.11992e-11
25.482,-23.1679,156.948,0,0,0
25.482,-23.1679,156.948,0,0,0
64.3071,-39.1499,177.675,0,0,1.00229e-08
64.3071,-39.1499,177.675,0,0,1.00229e-08
98.6111,-45.4836,143.981,0,0,6.41582e-07
98.6111,-45.4836,143.981,0,0,6.41582e-07
115.733,-60.8855,175.072,0,0,1.30294e-11
115.733,-60.8855,175.072,0,0,1.30294e-11
128.224,-30.4685,167.006,0,0,2.63185e-12
128.224,-30.4685,167.006,0,0,2.63185e-12
141.925,-46.354,160.33,0,0,6.26531e-10
141.925,-46.354,160.33,0,0,6.26531e-10
