0.0	0.0	0.0	100.0	0.0	0.0	0.0	1.0	
107.0	4.98115	-3.83901	102.805	0.0	0.0	0.227201926018	0.973847670231	
79.0	18.7671	-18.3609	110.85	0.0	0.0	0.999135205441	0.0415793367858	
211.0	22.7818	-17.3558	117.658	0.0	0.0	-0.995004032819	0.0998347368132	
297.0	23.9706	-17.3358	122.628	0.0	0.0	-0.621608928956	0.783327734376	
217.0	22.4402	-15.661	125.937	0.0	0.0	-0.764841332539	0.644218702026	
238.0	19.7346	-14.6296	129.126	0.0	0.0	-0.980066314247	0.198670631142	
9.0	17.7888	-28.1134	129.67	0.0	0.0	0.999999999999	1.32679489668e-06	
249.0	15.56	-14.2852	133.187	0.0	0.0	-0.764841332539	0.644218702026	
125.0	14.3289	-8.88145	135.051	0.0	0.0	-0.764841332539	0.644218702026	
320.0	14.5408	-3.63632	137.945	0.0	0.0	-0.825334865744	0.564643568446	
344.0	15.9328	0.35155	139.832	0.0	0.0	-0.825334865744	0.564643568446	
214.0	17.2428	3.06907	141.563	0.0	0.0	-0.87758192579	0.479426702976	
3.0	18.4596	4.84308	143.196	0.0	0.0	-0.921060477324	0.389419564367	
153.0	19.5939	6.04818	144.897	0.0	0.0	-0.921060477324	0.389419564367	
25.0	20.7112	6.93131	146.729	0.0	0.0	-0.95533609703	0.295521474197	
339.0	21.8536	7.65892	148.612	0.0	0.0	-0.87758192579	0.479426702976	
116.0	22.0414	10.4575	149.798	0.0	0.0	-0.621608928956	0.783327734376	
50.0	20.2311	12.0321	151.072	0.0	0.0	-0.453596275787	0.891207281496	
132.0	19.3906	13.2873	152.239	0.0	0.0	-0.621608928956	0.783327734376	
49.0	18.6433	14.4877	153.323	0.0	0.0	-0.540301189408	0.841471701677	
183.0	18.0321	15.6398	154.339	0.0	0.0	-0.696705757562	0.717357015286	
305.0	17.5261	16.736	155.282	0.0	0.0	-0.621608928956	0.783327734376	
77.0	17.0767	17.7641	156.137	0.0	0.0	-0.621608928956	0.783327734376	
352.0	16.6563	18.7281	156.892	0.0	0.0	-0.621608928956	0.783327734376	
95.0	16.2615	19.65	157.546	0.0	0.0	-0.621608928956	0.783327734376	
128.0	15.8896	20.553	158.099	0.0	0.0	-0.621608928956	0.783327734376	
99.0	15.529	21.4463	158.548	0.0	0.0	-0.540301189408	0.841471701677	
355.0	15.162	22.3238	158.887	0.0	0.0	-0.621608928956	0.783327734376	
302.0	14.7745	23.1743	159.109	0.0	0.0	-0.540301189408	0.841471701677	
100.0	14.3607	23.9917	159.212	0.0	0.0	-0.540301189408	0.841471701677	
179.0	13.9239	24.7815	159.196	0.0	0.0	-0.621608928956	0.783327734376	
43.0	13.4735	25.5636	159.065	0.0	0.0	-0.540301189408	0.841471701677	
196.0	13.0248	26.3726	158.816	0.0	0.0	-0.540301189408	0.841471701677	
154.0	12.5933	27.2456	158.447	0.0	0.0	-0.540301189408	0.841471701677	
253.0	12.1449	28.1305	157.963	0.0	0.0	-0.540301189408	0.841471701677	
120.0	11.6323	28.9518	157.373	0.0	0.0	-0.453596275787	0.891207281496	
394.0	11.001	29.6231	156.69	0.0	0.0	-0.362357915911	0.932039023205	
295.0	10.2825	30.2111	155.911	0.0	0.0	-0.362357915911	0.932039023205	
134.0	9.51291	30.7876	155.029	0.0	0.0	-0.453596275787	0.891207281496	
229.0	8.72959	31.4173	154.037	0.0	0.0	-0.621608928956	0.783327734376	
386.0	7.92694	32.0786	152.939	0.0	0.0	-0.362357915911	0.932039023205	
362.0	7.0988	32.7468	151.738	0.0	0.0	-0.362357915911	0.932039023205	
162.0	6.23909	33.4053	150.44	0.0	0.0	-0.267498995518	0.963558139085	
167.0	5.3405	34.0476	149.05	0.0	0.0	-0.267498995518	0.963558139085	
207.0	4.39541	34.6721	147.57	0.0	0.0	-0.362357915911	0.932039023205	
169.0	3.39716	35.2765	146.001	0.0	0.0	-0.453596275787	0.891207281496	
204.0	2.34059	35.8575	144.346	0.0	0.0	-0.267498995518	0.963558139085	
22.0	1.22173	36.4144	142.606	0.0	0.0	-0.267498995518	0.963558139085	
174.0	0.0381615	36.9509	140.786	0.0	0.0	-0.267498995518	0.963558139085	
263.0	-1.20918	37.4738	138.887	0.0	0.0	-0.267498995518	0.963558139085	
388.0	-2.51533	37.9875	136.912	0.0	0.0	-0.267498995518	0.963558139085	
389.0	-3.87363	38.4895	134.866	0.0	0.0	-0.453596275787	0.891207281496	
331.0	-5.28005	38.9684	132.752	0.0	0.0	-0.540301189408	0.841471701677	
