101.898819	73.126747	-13.879751	0	0	-0.98006658	0.19866933
101.981842	73.086357	-14.302227	0	0	-0.92106097	0.38941839
102.013329	73.374939	-12.902004	0	0	-0.95533648	0.29552023
101.301414	72.667618	-14.689713	0	0	-0.95533648	0.29552023
101.556099	72.726128	-15.049036	0	0	-0.95533648	0.29552023
102.074440	72.902718	-15.485034	0	0	0	1
101.769196	72.569489	-16.405350	0	0	-0.95533648	0.29552023
101.918839	72.529762	-16.997000	0	0	0	1
100.314857	71.791878	-16.630697	0	0	-0.95533648	0.29552023
100.528915	71.625000	-18.042076	0	0	-0.92106097	0.38941839
101.182037	71.746056	-19.112461	0	0	0	1
102.164520	73.173744	-5.730926	0	0	-0.95533648	0.29552023
102.365555	73.302589	-5.723179	0	0	-0.98006658	0.19866933
107.198242	74.490097	-20.607515	0	0	0.97095818	0.23924928
101.719742	73.804604	-5.192656	0	0	-0.98006658	0.19866933
101.991547	73.990768	-5.174924	0	0	-0.98006658	0.19866933
101.953979	74.297325	-4.975875	0	0	-0.98006658	0.19866933
101.752548	74.333138	-4.883637	0	0	-0.95533648	0.29552023
101.166634	74.578262	-4.529862	0	0	-0.98006658	0.19866933
102.003479	74.992294	-4.571778	0	0	-0.95533648	0.29552023
100.924805	74.458618	-4.517750	0	0	-0.98006658	0.19866933
100.641159	74.318283	-4.503542	0	0	-0.95533648	0.29552023
98.934586	72.937958	-4.743093	0	0	-0.98006658	0.19866933
100.026520	74.014191	-4.472756	0	0	-0.95533648	0.29552023
99.960266	73.981415	-4.469438	0	0	-0.95533648	0.29552023
99.864418	73.933990	-4.464637	0	0	-0.95533648	0.29552023
103.704384	75.833817	-4.656973	0	0	-0.76484218	0.64421769
106.905426	76.632324	-5.293457	0	0	0.97095818	0.23924928
104.441269	72.329475	-24.559795	0	0	0	1
100.736656	70.289200	-25.439253	0	0	0	1
110.260216	75.627914	-22.697151	0	0	-0.82533563	0.56464246
113.985191	72.228271	-10.442718	0	0	0.97095818	0.23924928
102.812675	71.144096	-26.427523	0	0	0	1
109.603226	78.752281	-4.952435	0	0	0	1
99.553978	69.480629	-26.527306	0	0	0	1
92.716179	60.102093	-10.349639	0	0	0.97095818	0.23924928
111.849037	74.088188	-34.719109	0	0	0.97095818	0.23924928
90.491844	60.850563	-47.364952	0	0	0.98999249	0.14112005
67.202644	30.040237	-54.266068	0	0	0.99913515	0.041580682
100.660324	-4.293123	2.170738	0	0	-0.99500417	0.099833397
99.563080	-4.293123	2.170738	0	0	0.97095818	0.23924928
104.491577	-4.293123	2.170738	0	0	0.99913515	0.041580682
98.736099	-4.293123	2.170738	0	-0	-1	-4.371139e-08
98.459312	-4.293123	2.170738	0	-0	-1	-4.371139e-08
98.298210	-4.293123	2.170738	0	-0	-1	-4.371139e-08
98.087944	-4.293123	2.170738	0	-0	-1	-4.371139e-08
97.642250	-4.293123	2.170738	0	-0	-1	-4.371139e-08
97.172966	-4.293123	2.170738	0	-0	-1	-4.371139e-08
96.534439	-4.293123	2.170738	0	-0	-1	-4.371139e-08
95.656990	-4.293123	2.170738	0	-0	-1	-4.371139e-08
95.357079	-4.293123	2.170738	0	0	0.98999249	0.14112005
94.642479	-4.293123	2.170738	0	-0	-1	-4.371139e-08
91.851967	-4.293123	2.170738	0	0	-0.99500417	0.099833397
90.873566	-4.293123	2.170738	0	0	-0.99500417	0.099833397
90.019249	-4.293123	2.170738	0	0	-0.99500417	0.099833397
88.137634	-4.293123	2.170738	0	0	0.99913515	0.041580682
86.364899	-4.293123	2.170738	0	0	-0.99500417	0.099833397
78.079453	-4.293123	2.170738	0	0	0.97095818	0.23924928
151.388077	-58.351391	-54.266068	0	0	0.99913515	0.041580682
23.845602	-51.011250	1.599255	0	0	0.97095818	0.23924928
23.339857	-50.719257	1.599255	0	0	0.97095818	0.23924928
23.046734	-50.550022	1.599255	0	0	0.97095818	0.23924928
22.787586	-50.400402	1.599255	0	0	0.97095818	0.23924928
22.503185	-50.236206	1.599255	0	0	0.97095818	0.23924928
22.027706	-49.961689	1.599255	0	0	0.97095818	0.23924928
21.501524	-49.657894	1.599255	0	0	0.98999249	0.14112005
21.384186	-49.590149	1.599255	0	0	0.97095818	0.23924928
20.472332	-49.063690	1.599255	0	0	0.97095818	0.23924928
19.305058	-48.389763	1.599255	0	0	0.97095818	0.23924928
18.174944	-47.737293	1.599255	0	0	0.97095818	0.23924928
16.616095	-46.837292	1.599255	0	0	0.94222235	0.33498812
16.274235	-46.639919	1.599255	0	0	0.94222235	0.33498812
14.299975	-45.500080	1.599255	0	0	0.97095818	0.23924928
13.117746	-44.817520	1.599255	0	0	0.97095818	0.23924928
10.974534	-43.580135	1.599255	0	0	0.97095818	0.23924928
8.726361	-42.282150	1.599255	0	0	0.97095818	0.23924928
5.586634	-40.469429	1.599255	0	0	0.97095818	0.23924928
5.429960	-40.378975	1.599255	0	0	0.97095818	0.23924928
-54.606682	-8.661638	1.447415	0	0	0.85688874	0.51550139
-54.761414	-8.393637	1.447415	0	0	0.85688874	0.51550139
-54.940006	-8.084303	1.447415	0	0	0.85688874	0.51550139
-55.119274	-7.773803	1.447415	0	0	0.85688874	0.51550139
-55.371910	-7.336227	1.447415	0	0	0.85688874	0.51550139
-55.780788	-6.628031	1.447415	0	0	0.85688874	0.51550139
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-56.035206	-6.187367	1.447415	0	0	0.80114363	0.59847213
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
-57.205734	-10.333268	1.755898	0	0	0.85688874	0.51550139
